track_id,title,artist,duration_sec,bpm,style,key,source
14a9f350099a3770,Tusqavna - Eats Everything - Fries With That- (Unmixed) - 07 We Don't Know You (Silicone Soul Remix),,540.282,126.05,,,data/raw/Tusqavna - Eats Everything - Fries With That- (Unmixed) - 07 We Don't Know You (Silicone Soul Remix).aiff
983927e6c56cb365,Underworld - Pearl's Girl (r18_for2026),,290.72,143.55,,,data/raw/Underworld - Pearl's Girl (r18_for2026).aiff
7e7887a2bd2d7639,Underworld - Two Months Off (Tim Green Remix),,667.437,120.19,,,data/raw/Underworld - Two Months Off (Tim Green Remix).aiff
ba2213e153300c38,Vincent Caira - Real Eyes,,391.797,123.05,,,data/raw/Vincent Caira - Real Eyes.aiff
962866017893e29d,"Waleed, Villager - Pig (Original Mix)",,192.875,90.67,,,"data/raw/Waleed, Villager - Pig (Original Mix).aiff"
e321f36ecf5ded7e,Warren Blake - The Race (Extended Mix),,336.364,132.51,,,data/raw/Warren Blake - The Race (Extended Mix).aiff
4062eec86159a9d4,"Wost, Entranas - Selvática (Pangaea Remix)",,296.5,136.0,,,"data/raw/Wost, Entranas - Selvática (Pangaea Remix).aiff"
81f4a2b033cc8abf,YAANO - Cicada (Original Mix),,193.412,112.35,,,data/raw/YAANO - Cicada (Original Mix).aiff
00c73766d3b2d65d,altrice - bda creature,,293.348,126.05,,,data/raw/altrice - bda creature.aiff
38a467ae6b8f788f,borne - For A Minute - 01 For A Minute,,164.969,139.67,,,data/raw/borne - For A Minute - 01 For A Minute.aiff
